description,image_urls,images,misc,ranking,rating,season,title
" is the second single for μ's (Muse), the girls of Otonokizaka Academy from the mobile game and anime franchise ,. It was released to celebrate Christmas in 2010, and serves as the ending song for episode 9 of ,.,
,
The choreography of the music video features Honoka Kousaka, Umi Sonoda, and Nozomi Toujou, decided by popular vote.",https://cdn.myanimelist.net/images/anime/7/60873.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/60873.jpg', 'path': 'full/bcc12c5c9c8a31325fced7cb7f6c3699506c1c06.jpg', 'checksum': '75672d1b5cf04d8d30911ac4b305ba5d', 'status': 'downloaded'}]",Music,#936,7.75,,Snow Halation
" takes place in the city of Lux, a man-made underground city that has crumbled after years of neglect and lack of repairs. Citizens of Lux have come to refer to their home as simply ""The City"" and treat it as though it has a mind and will of its own. Three major factions battle to control Lux: Organo, a group of ""professionals"" who collaborate with the criminal underworld that controls Texhnolyze (prosthetics), the Salvation Union, a populist group that seeks to disrupt Organo's business, and Racan, a collection of young individuals with Texhnolyzes that use their abilities for personal gain.,
,
Ichise was once an orphan who has made a place for himself in Lux as a prize fighter. One day, a fight promoter grows angry with him and the altercation that follows results in Ichise losing an arm and a leg. Before death can take him, Ichise is found by the scientist Eriko Kamata, who uses him as a test subject for her newly designed Texhnolyze. With these powerful new limbs at his disposal, Ichise begins to work for Oonishi, the leader of Organo. He soon meets a mysterious young girl, Ran, who has the power to see possible futures. Together, they soon realize that Lux is on the brink of war and collapse, and that they may be the only ones who can save The City.",https://cdn.myanimelist.net/images/anime/3/18165.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/3/18165.jpg', 'path': 'full/ba43b48405b4d36010e71d49e9763f9344ee0939.jpg', 'checksum': 'e9b49f42ee763c0de307c792dc7fe7fa', 'status': 'downloaded'}]",Action;Sci-Fi;Psychological;Drama,#928,7.76,Spring 2003,Texhnolyze
"Seiya and the rest of the Bronze and Gold Saints who have survived the Sanctuary battle have entered the world of the Dead. They are fighting to get to Hades and defeat him. ,
,
(Source: ANN)",https://cdn.myanimelist.net/images/anime/12/75732.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/12/75732.jpg', 'path': 'full/9938b2eb68707845455a0273cd44ca50099f4527.jpg', 'checksum': '67cfc0953159225c0e8833c5c7991479', 'status': 'downloaded'}]",Action;Adventure;Demons;Fantasy;Sci-Fi;Shounen;Super Power,#932,7.75,,Saint Seiya: Meiou Hades Meikai-hen
"The film's story is set four years after the events of the original Shirobako anime. Aoi Miyamori keeps busy dealing with the ordinary troubles in her daily work at Musashino Animation. After a morning meeting, Watanabe talks to Aoi and puts her in charge of a new theatrical anime project for the studio. The project has unexpected problems, and Aoi is unsure if the company can proceed with a theatrical anime with its current state of affairs. While dealing with that anxiety, Aoi meets a new colleague named Kaede Miyai (voiced by Ayane Sakura). She and the MusAni team work together to complete the project.,
,
(Source: ANN)",https://cdn.myanimelist.net/images/anime/1328/111351.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1328/111351.jpg', 'path': 'full/d88fdc04f255b535f71018171c782625c336fe5b.jpg', 'checksum': '4413e45594f5d75caeab1b4393970945', 'status': 'downloaded'}]",Comedy;Drama,#933,7.75,,Shirobako Movie
"Two years have passed since the end of the Fourth Great Ninja War. Konohagakure has remained in a state of peace and harmony—until Sixth Hokage Kakashi Hatake notices the moon is dangerously approaching the Earth, posing the threat of planetary ruin.,
,
Amidst the grave ordeal, the Konoha is invaded by a new evil, Toneri Oosutuski, who suddenly abducts Hinata Hyuuga's little sister Hanabi. Kakashi dispatches a skilled ninja team comprised of Naruto Uzumaki, Sakura Haruno, Shikamaru Nara, Sai, and Hinata in an effort to rescue Hanabi from the diabolical clutches of Toneri. However, during their mission, the team faces several obstacles that challenge them, foiling their efforts.,
,
With her abduction, the relationships the team share with one another are tested, and with the world reaching the brink of destruction, they must race against time to ensure the safety of their planet. Meanwhile, as the battle ensues, Naruto is driven to fight for something greater than he has ever imagined—love.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/67631.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/10/67631.jpg', 'path': 'full/85e94139407ac7638cbd0250eb3ec6f5818e9aa0.jpg', 'checksum': 'e58fd4d9e71590d278a1664796acdc16', 'status': 'downloaded'}]",Action;Super Power;Romance;Martial Arts;Shounen,#929,7.76,,The Last: Naruto the Movie
"2199 AD. Yamato tried to leave behind the Large Magellanic Cloud galaxy, after receiving a ""Cosmo Reverse System"" at its destination, Iscandar. However, suddenly, it encounters a mysterious group at the edge of the Large Magellanic Cloud. The crew finds out that the group is called the ""Gatlantis,"" and that its leader is the Gutaba expeditionary force commander who calls himself ""Goran Dagaamu of Thunder."" The commander demands that Yamato be handed over to him. Yamato, wanting to hurry to Earth, escapes the fray. However, Yamato is attacked by a devastating beam weapon called the ""Flame Direct Attack Cannon"" that can transcend space.,
,
Yamato was able to retreat, but ends up getting lost, and finds itself in a strangely colored irregular dimension. The crew decides to turn off the engine on the ship, and explore a mysterious planet. In order to collect information, Kodai, Kiryū, Sawamura, Niimi, and Aihara land on the planet. What they saw when they arrived was a ship that was not supposed to be there.,
,
Dagaamu chases after the traces of Yamato's warp, and also reaches the strangely colored space. The planet on which Yamato landed was in fact what Dagaamu had been looking for all along.,
,
(Source: ANN)",https://cdn.myanimelist.net/images/anime/2/67623.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/2/67623.jpg', 'path': 'full/f633074776266e5a809fda60c586e2f2cb30fd12.jpg', 'checksum': '32a3c4ccee17ffd3757f00b80d889e2c', 'status': 'downloaded'}]",Action;Military;Sci-Fi;Space;Drama,#930,7.76,,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune
"In ancient times, a group of young men devoted their lives to protecting Athena, the Goddess of Wisdom and War. These men were capable of fighting without weapons—a swing of their fist alone was powerful enough to rip the very sky apart and shatter the earth beneath them. These brave heroes became known as Saints, as they could summon up the power of the Cosmos from within themselves.,
,
Now, in present day, a new generation of Saints is about to come forth. The young and spirited Seiya is fighting a tough battle for the Sacred Armor of Pegasus, and he isn't about to let anyone get in the way of him and his prize. Six years of hard work and training pay off with his victory and new title as one of Athena's Saints.,
,
But Seiya's endeavor doesn't end there. In fact, plenty of perils and dangerous enemies face him and the rest of the Saints throughout the series. What new quests await the heroes of the epic , saga?",https://cdn.myanimelist.net/images/anime/9/28496.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/9/28496.jpg', 'path': 'full/f3e7bb2835a6df7a52ddab8285044decb65a4657.jpg', 'checksum': 'cf39828d12a7963bcfce0cffde5bf4d0', 'status': 'downloaded'}]",Sci-Fi;Adventure;Fantasy;Shounen,#931,7.75,Fall 1986,Saint Seiya
"Fifteen-year-old Megumi Shimizu dreamed of a glamorous life in the big city; however, her unexpected death in the quiet village of Sotoba marks the beginning of what appears to be a ferocious epidemic that turns the hot summer into a season of blood and terror. A young doctor named Toshio Ozaki  begins to doubt the nature of the disease and comes to understand that to discover the truth, he must abandon his humanity. Meanwhile, Natsuno Yuuki, an antisocial youth from the city, is haunted by the sudden death of Megumi and must realize the pain of friendship in the face of his own tragedy. Toshio and Natsuno form an unlikely pair as they work together to save Sotoba before it transforms into a ghost town of vampires.,
,
,, adapted from the horror novel written by Fuyumi Ono, goes beyond the average vampire story. It tells the tragic tale of survival in a world where one cannot easily distinguish between good and evil. Abandoned by God, the Shiki, as the vampires call themselves, have only their will to live as they clash with the fear of the paranoid/unbelieving villagers. , explores the boundary that separates man from monster.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/21343.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/8/21343.jpg', 'path': 'full/524cb6bb370c0d8c0068cec25a08a19737b14c03.jpg', 'checksum': 'ad443637edbf0372c2109ff0d0a1af6e', 'status': 'downloaded'}]",Mystery;Horror;Psychological;Supernatural;Thriller;Vampire,#925,7.76,Summer 2010,Shiki
"After Niche carries the wounded and stunned Lag back to the Bee Hive, the Letter Bee finally begins to piece the puzzle together. Now he knows what's happened to Gauche, why the Marauders are so focused on stealing mail and the actual intent of the group controlling both, Reverse. However, when he's forbidden to reveal the truth, Lag is soon forced out of the artificial sunlight and back into the world of perpetual night. And soon Reverse's plot to take down the Letter Bees and overthrow the Amberground government begins to accelerate. If things weren't already bad enough, the giant insect creatures called gaichuu are apparently evolving into something new; there may be traitors working within the Hive; and Niche's sister, who's definitely not human friendly, shows up to turn family drama into a full-scale siege! It all spells serious trouble for the Letter Bees, but if anyone can weather the storms and gloom of night, Lag and his team are the ones who'll deliver.,
,
(Source: FUNimation)",https://cdn.myanimelist.net/images/anime/4/26472.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/4/26472.jpg', 'path': 'full/8415814f78dfc7170f4a2d222d1eb302d74c79bf.jpg', 'checksum': 'e1af280f7c8ed666e399b831e9ccb042', 'status': 'downloaded'}]",Adventure;Supernatural;Fantasy;Shounen,#927,7.76,Fall 2010,Tegamibachi Reverse
"The second movie of a four-part finale of ,.",https://cdn.myanimelist.net/images/anime/12/76028.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/12/76028.jpg', 'path': 'full/acf1f85af39c735f97290d0ee98b5b6cde7fdbb6.jpg', 'checksum': '889f8b082d07d0ffdc04f3a12190a7ad', 'status': 'downloaded'}]",Comedy;Drama;Slice of Life,#926,7.76,,Tamayura: Sotsugyou Shashin Part 2 - Hibiki
"Ranma Saotome is a top-class martial artist and prodigy at the Saotome ""Anything-Goes"" school of martial arts. While training in China, he and his father meet a terrible fate when they accidentally fall into a cursed spring. Now, Ranma is cursed to turn into a girl when splashed with cold water, and only hot water can turn him back into a boy.,
,
Things are only complicated further when Ranma discovers that his father has arranged for him to marry one of Soun Tendo's three daughters in order to secure the future of the Tendo dojo. Though Soun learns of Ranma's predicament, he is still determined to go ahead with the engagement, and chooses his youngest daughter Akane, who happens to be a skilled martial artist herself and is notorious for hating men.,
,
, follows the hilarious adventures of Ranma and Akane as they encounter various opponents, meet new love interests, and find different ways to make each other angry, all while their engagement hangs over their head.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/13/6441.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/13/6441.jpg', 'path': 'full/d2343e30d591aca7ce6fabe29af1f3eb4809edf0.jpg', 'checksum': '1f208173c739126a112bb198434cff24', 'status': 'downloaded'}]",Slice of Life;Comedy;Martial Arts;Fantasy;Shounen,#924,7.76,Spring 1989,Ranma ½
"Ainz Ooal Gown, the undead sorcerer formerly known as Momonga, has accepted his place in this new world. Though it bears similarities to his beloved virtual reality game Yggdrasil, it still holds many mysteries which he intends to uncover, by utilizing his power as ruler of the Great Tomb of Nazarick. However, ever since the disastrous brainwashing of one of his subordinates, Ainz has become wary of the impending dangers of the Slane Theocracy, as well as the possible existence of other former Yggdrasil players. Meanwhile, Albedo, Demiurge and the rest of Ainz's loyal guardians set out to prepare for the next step in their campaign: Nazarick's first war…,
,
, picks up immediately after its prequel, continuing the story of Ainz Ooal Gown, his eclectic army of human-hating guardians, and the many hapless humans affected by the Overlord's arrival.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1212/113415.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1212/113415.jpg', 'path': 'full/820f60e5088fca32b8440903045d3cc0270aa007.jpg', 'checksum': '7e0d0084d3af8a1237e1b4d660d37755', 'status': 'downloaded'}]",Action;Game;Adventure;Supernatural;Magic;Fantasy,#923,7.76,Winter 2018,Overlord II
